Tamaliza,tamaliza-sedona-4,https://www.yelp.com/biz/tamaliza-sedona-4,671,4.5,-111.7812231,34.86245252,FALSE,(928) 202-9056,1155 W State Rte 89A,"Sedona, AZ 86336","Mexican, Latin American, Gluten-Free",Sedona,AZ,Arizona
Farmhouse Kitchen,farmhouse-kitchen-thai-cuisine-oakland,https://www.yelp.com/biz/farmhouse-kitchen-thai-cuisine-oakland,462,4,-122.2755235,37.79414733,FALSE,(510) 419-0541,336 Water St,"Oakland, CA 94607",Thai,San Francisco,CA,SF Bay Area
Farmhouse Kitchen,farmhouse-kitchen-thai-cuisine-san-francisco,https://www.yelp.com/biz/farmhouse-kitchen-thai-cuisine-san-francisco,1902,4,-122.4110749,37.7602179,FALSE,(415) 814-2920,710 Florida St,"San Francisco, CA 94110","Thai, Comfort Food",San Francisco,CA,SF Bay Area
Ferry Plaza Farmers Market,ferry-plaza-farmers-market-san-francisco,https://www.yelp.com/biz/ferry-plaza-farmers-market-san-francisco,1034,4.5,-122.39339,37.79533464,FALSE,(415) 291-3276,1 Ferry Building,"San Francisco, CA 94111",Farmers Market,San Francisco,CA,SF Bay Area
Fiorella,fiorella-clement-san-francisco-3,https://www.yelp.com/biz/fiorella-clement-san-francisco-3,389,4,-122.4844912,37.78191889,FALSE,(415) 340-3049,2339 Clement St,"San Francisco, CA 94121","Italian, Pizza, Wine Bars",San Francisco,CA,SF Bay Area
Fiorella,fiorella-polk-san-francisco,https://www.yelp.com/biz/fiorella-polk-san-francisco,37,4,-122.4218,37.79749,FALSE,(415) 829-7097,2238 Polk St,"San Francisco, CA 94109","Pizza, Italian",San Francisco,CA,SF Bay Area
Garaje,garaje-san-francisco,https://www.yelp.com/biz/garaje-san-francisco,1409,4.5,-122.396122,37.78175295,FALSE,(415) 644-0838,475 3rd St,"San Francisco, CA 94107","Mexican, Burgers, Gastropubs",San Francisco,CA,SF Bay Area
Garden Creamery,garden-creamery-san-francisco-2,https://www.yelp.com/biz/garden-creamery-san-francisco-2,129,4.5,-122.4154053,37.74970245,FALSE,(808) 224-6626,,San Francisco,"Ice Cream & Frozen Yogurt, Food Trucks, Caterers",San Francisco,CA,SF Bay Area
Garden Creamery,garden-creamery-san-francisco-3,https://www.yelp.com/biz/garden-creamery-san-francisco-3,631,4.5,-122.42038,37.75873013,FALSE,(808) 224-6626,3566 20th St,"San Francisco, CA 94110",Ice Cream & Frozen Yogurt,San Francisco,CA,SF Bay Area
Golden Boy Pizza,golden-boy-pizza-san-francisco,https://www.yelp.com/biz/golden-boy-pizza-san-francisco,3092,4.5,-122.4080729,37.7997956,FALSE,(415) 982-9738,542 Green St,"San Francisco, CA 94133","Pizza, Italian",San Francisco,CA,SF Bay Area
Good Mong Kok Bakery,good-mong-kok-bakery-san-francisco,https://www.yelp.com/biz/good-mong-kok-bakery-san-francisco,2206,4,-122.4083584,37.79545848,FALSE,(415) 397-2688,1039 Stockton St,"San Francisco, CA 94108","Bakeries, Dim Sum, Cantonese",San Francisco,CA,SF Bay Area
Hong Kong Lounge,hong-kong-lounge-ii-san-francisco-3,https://www.yelp.com/biz/hong-kong-lounge-ii-san-francisco-3,879,3.5,-122.4543619,37.7817825,FALSE,(415) 668-8802,3300 Geary Blvd,"San Francisco, CA 94118","Dim Sum, Seafood, Cantonese",San Francisco,CA,SF Bay Area
Hong Kong Lounge II,hong-kong-lounge-san-francisco,https://www.yelp.com/biz/hong-kong-lounge-san-francisco,1510,3.5,-122.476619,37.780671,FALSE,(415) 668-8836,5322 Geary Blvd,"San Francisco, CA 94121","Dim Sum, Seafood, Cantonese",San Francisco,CA,SF Bay Area
House of Thai,house-of-thai-2-san-francisco,https://www.yelp.com/biz/house-of-thai-2-san-francisco,240,3.5,-122.4302516,37.772247,FALSE,(415) 552-2960,494 Haight St,"San Francisco, CA 94117",Thai,San Francisco,CA,SF Bay Area
House of Thai,house-of-thai-san-francisco-2,https://www.yelp.com/biz/house-of-thai-san-francisco-2,1234,4,-122.4183383,37.7862824,FALSE,(415) 441-2248,901 Larkin St,"San Francisco, CA 94109",Thai,San Francisco,CA,SF Bay Area
HRD Coffee Shop,hrd-san-francisco-4,https://www.yelp.com/biz/hrd-san-francisco-4,2371,4,-122.3953297,37.78110658,FALSE,(415) 473-4625,521A 3rd St,"San Francisco, CA 94107","Korean, Asian Fusion, Mexican",San Francisco,CA,SF Bay Area
Ikes Place,ikes-love-and-sandwiches-berkeley-5,https://www.yelp.com/biz/ikes-love-and-sandwiches-berkeley-5,227,3.5,-122.26847,37.86977,FALSE,(510) 679-5130,2172 Shattuck Ave,"Berkeley, CA 94704","Sandwiches, Vegan, Gluten-Free",San Francisco,CA,SF Bay Area
Ikes Place,ikes-love-and-sandwiches-daly-city-4,https://www.yelp.com/biz/ikes-love-and-sandwiches-daly-city-4,346,3.5,-122.4691082,37.6693249,FALSE,(650) 993-4755,128 Serramonte Ctr,"Daly City, CA 94015","Sandwiches, Vegan, Gluten-Free",San Francisco,CA,SF Bay Area
Ikes Place,ikes-love-and-sandwiches-emeryville-3,https://www.yelp.com/biz/ikes-love-and-sandwiches-emeryville-3,180,3.5,-122.288949,37.83907616,FALSE,(510) 817-4902,1333 Powell St,Ste A105,"Sandwiches, Vegan, Gluten-Free",San Francisco,CA,SF Bay Area
Ikes Place,ikes-love-and-sandwiches-oakland-3,https://www.yelp.com/biz/ikes-love-and-sandwiches-oakland-3,1212,4,-122.2666428,37.81105208,FALSE,(510) 338-6789,2204 Broadway,"Oakland, CA 94612","Sandwiches, Vegan, Gluten-Free",San Francisco,CA,SF Bay Area
Ikes Place,ikes-love-and-sandwiches-oakland-6,https://www.yelp.com/biz/ikes-love-and-sandwiches-oakland-6,99,3.5,-122.2522414,37.85012986,FALSE,(510) 823-2462,6310 College Ave,Ste 140,"Sandwiches, Vegan, Gluten-Free",San Francisco,CA,SF Bay Area
Ikes Place,ikes-love-and-sandwiches-san-francisco-3,https://www.yelp.com/biz/ikes-love-and-sandwiches-san-francisco-3,154,3.5,-122.4197609,37.78510986,FALSE,(415) 351-1972,901 Polk St,"San Francisco, CA 94109","Sandwiches, Vegan, Gluten-Free",San Francisco,CA,SF Bay Area
Ikes Place,ikes-place-san-francisco-4,https://www.yelp.com/biz/ikes-place-san-francisco-4,247,3.5,-122.478038,37.7209663,TRUE,(415) 841-0369,1650 Holloway Ave,"San Francisco, CA 94132","Sandwiches, Vegan, Gluten-Free",San Francisco,CA,SF Bay Area
Izakaya Sozai,izakaya-sozai-san-francisco,https://www.yelp.com/biz/izakaya-sozai-san-francisco,1978,4,-122.47413,37.763879,FALSE,(415) 742-5122,1500 Irving St,"San Francisco, CA 94122","Ramen, Izakaya, Noodles",San Francisco,CA,SF Bay Area
La Taqueria,la-taqueria-san-francisco-2,https://www.yelp.com/biz/la-taqueria-san-francisco-2,3612,4,-122.418123,37.750883,FALSE,(415) 285-7117,2889 Mission St,"San Francisco, CA 94110",Mexican,San Francisco,CA,SF Bay Area
Ler Ros Thai,lers-ros-san-francisco-2,https://www.yelp.com/biz/lers-ros-san-francisco-2,2082,4,-122.417566,37.784703,FALSE,(415) 931-6917,730 Larkin St,"San Francisco, CA 94109","Thai, Wine Bars",San Francisco,CA,SF Bay Area
Ler Ros Thai,lers-ros-thai-san-francisco-2,https://www.yelp.com/biz/lers-ros-thai-san-francisco-2,702,3.5,-122.4217258,37.77689724,FALSE,(415) 874-9661,307 Hayes St,"San Francisco, CA 94102",Thai,San Francisco,CA,SF Bay Area
Ler Ros Thai,lers-ros-thai-san-francisco-3,https://www.yelp.com/biz/lers-ros-thai-san-francisco-3,229,3.5,-122.42364,37.76452,FALSE,(415) 923-8965,3189 16th St,"San Francisco, CA 94103",Thai,San Francisco,CA,SF Bay Area
Beijing Restaurant,little-beijing-restaurant-san-francisco,https://www.yelp.com/biz/little-beijing-restaurant-san-francisco,189,3.5,-122.47783,37.75436,FALSE,(415) 681-6012,1316 Noriega St,"San Francisco, CA 94122",Chinese,San Francisco,CA,SF Bay Area
Mandalay,mandalay-san-francisco,https://www.yelp.com/biz/mandalay-san-francisco,1991,4,-122.4643918,37.7851484,FALSE,(415) 386-3896,4348 California St,"San Francisco, CA 94118",Burmese,San Francisco,CA,SF Bay Area
Marlowe,marlowe-san-francisco-2,https://www.yelp.com/biz/marlowe-san-francisco-2,2535,4,-122.3967713,37.77832005,FALSE,(415) 777-1413,500 Brannan St,"San Francisco, CA 94107","American (New), Brasseries",San Francisco,CA,SF Bay Area
Mensho Tokyo,mensho-tokyo-san-francisco-2,https://www.yelp.com/biz/mensho-tokyo-san-francisco-2,1666,4,-122.4143263,37.78669085,FALSE,(415) 800-8345,672 Geary St,"San Francisco, CA 94102","Ramen, Noodles",San Francisco,CA,SF Bay Area
Pancho Villa Taqueria,pancho-villa-taqueria-san-francisco,https://www.yelp.com/biz/pancho-villa-taqueria-san-francisco,2375,4,-122.4212461,37.7648138,FALSE,(415) 864-8840,3071 16th St,"San Francisco, CA 94103",Mexican,San Francisco,CA,SF Bay Area
Parada 22,parada-22-san-francisco,https://www.yelp.com/biz/parada-22-san-francisco,1071,4,-122.4520651,37.76929678,FALSE,(415) 750-1111,1805 Haight St,"San Francisco, CA 94117","Latin American, Puerto Rican",San Francisco,CA,SF Bay Area
Pizzeria Delfina,pizzeria-delfina-san-francisco-3,https://www.yelp.com/biz/pizzeria-delfina-san-francisco-3,1424,4,-122.434441,37.789104,FALSE,(415) 440-1189,2406 California St,"San Francisco, CA 94115","Pizza, Italian",San Francisco,CA,SF Bay Area
Pizzeria Delfina,pizzeria-delfina-san-francisco-san-francisco,https://www.yelp.com/biz/pizzeria-delfina-san-francisco-san-francisco,2232,4,-122.4242316,37.7614143,FALSE,(415) 437-6800,3611 18th St,"San Francisco, CA 94110","Pizza, Italian, Bars",San Francisco,CA,SF Bay Area
Press Club,press-club-san-francisco,https://www.yelp.com/biz/press-club-san-francisco,1131,4,-122.4046469,37.78595317,FALSE,(415) 744-5000,20 Yerba Buena Ln,"San Francisco, CA 94103","Wine Bars, Venues & Event Spaces, Lounges",San Francisco,CA,SF Bay Area
Sanraku,sanraku-san-francisco-2,https://www.yelp.com/biz/sanraku-san-francisco-2,1500,4,-122.4124289,37.7889514,FALSE,(415) 771-0803,704 Sutter St,"San Francisco, CA 94109","Japanese, Sushi Bars, Asian Fusion",San Francisco,CA,SF Bay Area
Sanraku,sanraku-san-francisco-4,https://www.yelp.com/biz/sanraku-san-francisco-4,614,3.5,-122.4028766,37.78427854,FALSE,(415) 369-6166,135 4th St,"San Francisco, CA 94103","Japanese, Sushi Bars",San Francisco,CA,SF Bay Area
Smitten Ice Cream,smitten-ice-cream-oakland-3,https://www.yelp.com/biz/smitten-ice-cream-oakland-3,699,4,-122.2517976,37.84615141,FALSE,(510) 594-7630,5800 College Ave,"Oakland, CA 94618",Ice Cream & Frozen Yogurt,San Francisco,CA,SF Bay Area
Smitten Ice Cream,smitten-ice-cream-san-francisco-10,https://www.yelp.com/biz/smitten-ice-cream-san-francisco-10,124,3.5,-122.4214019,37.7582847,FALSE,(415) 590-3144,904 Valencia St,"San Francisco, CA 94110",Ice Cream & Frozen Yogurt,San Francisco,CA,SF Bay Area
Smitten Ice Cream,smitten-ice-cream-san-francisco-3,https://www.yelp.com/biz/smitten-ice-cream-san-francisco-3,2349,4,-122.4242036,37.77635652,FALSE,(415) 863-1518,432 Octavia St,Ste 1A,Ice Cream & Frozen Yogurt,San Francisco,CA,SF Bay Area
Smitten Ice Cream,smitten-ice-cream-san-francisco-4,https://www.yelp.com/biz/smitten-ice-cream-san-francisco-4,260,4,-122.4342207,37.78900953,FALSE,(415) 872-9414,2404 California St,"San Francisco, CA 94115",Ice Cream & Frozen Yogurt,San Francisco,CA,SF Bay Area
Smitten Ice Cream,smitten-ice-cream-san-francisco-7,https://www.yelp.com/biz/smitten-ice-cream-san-francisco-7,104,4,-122.44057,37.80043,FALSE,(415) 757-6617,2268 Chestnut St,"San Francisco, CA 94123",Ice Cream & Frozen Yogurt,San Francisco,CA,SF Bay Area
Southern Pacific Brewing,southern-pacific-brewing-san-francisco,https://www.yelp.com/biz/southern-pacific-brewing-san-francisco,1214,3,-122.414232,37.760103,FALSE,(415) 341-0152,620 Treat Ave,"San Francisco, CA 94110",Breweries,San Francisco,CA,SF Bay Area
Starbelly,starbelly-san-francisco,https://www.yelp.com/biz/starbelly-san-francisco,1658,4,-122.4325311,37.76406655,FALSE,(415) 252-7500,3583 16th St,"San Francisco, CA 94114",Comfort Food,San Francisco,CA,SF Bay Area
Sunflower Vietnamese Restaurant,sunflower-vietnamese-restaurant-san-francisco-2,https://www.yelp.com/biz/sunflower-vietnamese-restaurant-san-francisco-2,726,3.5,-122.39777,37.76262,FALSE,(415) 861-2336,288 Connecticut St,"San Francisco, CA 94107",Vietnamese,San Francisco,CA,SF Bay Area
Super Duper Burger,super-duper-burgers-berkeley,https://www.yelp.com/biz/super-duper-burgers-berkeley,90,4,-122.25866,37.86762,FALSE,(510) 990-6483,2355 Telegraph Ave,"Berkeley, CA 94704","Burgers, American (Traditional)",San Francisco,CA,SF Bay Area
Super Duper Burger,super-duper-burgers-mill-valley-2,https://www.yelp.com/biz/super-duper-burgers-mill-valley-2,474,4,-122.5356985,37.8958237,FALSE,(415) 380-8555,430 Miller Ave,"Mill Valley, CA 94941","Burgers, American (Traditional)",San Francisco,CA,SF Bay Area
Super Duper Burger,super-duper-burgers-san-francisco-10,https://www.yelp.com/biz/super-duper-burgers-san-francisco-10,250,4,-122.403959,37.791517,FALSE,(415) 677-9936,346 Kearny St,"San Francisco, CA 94108","Burgers, American (Traditional)",San Francisco,CA,SF Bay Area
Super Duper Burger,super-duper-burgers-san-francisco-12,https://www.yelp.com/biz/super-duper-burgers-san-francisco-12,458,4,-122.3940837,37.79280586,FALSE,(415) 974-1200,98 Mission St,"San Francisco, CA 94105","Burgers, American (Traditional)",San Francisco,CA,SF Bay Area
Super Duper Burger,super-duper-burgers-san-francisco-3,https://www.yelp.com/biz/super-duper-burgers-san-francisco-3,2563,4,-122.4039683,37.78685407,FALSE,(415) 538-3437,721 Market St,"San Francisco, CA 94103","Burgers, American (Traditional)",San Francisco,CA,SF Bay Area
Super Duper Burger,super-duper-burgers-san-francisco-4,https://www.yelp.com/biz/super-duper-burgers-san-francisco-4,1201,4,-122.433698,37.7640087,FALSE,(415) 558-8123,2304 Market St,"San Francisco, CA 94114","Burgers, American (Traditional)",San Francisco,CA,SF Bay Area
Super Duper Burger,super-duper-burgers-san-francisco-5,https://www.yelp.com/biz/super-duper-burgers-san-francisco-5,781,4,-122.439811,37.800234,FALSE,(415) 931-6258,2201 Chestnut St,"San Francisco, CA 94123","Burgers, American (Traditional)",San Francisco,CA,SF Bay Area
Super Duper Burger,super-duper-burgers-san-francisco-6,https://www.yelp.com/biz/super-duper-burgers-san-francisco-6,1232,4,-122.403915,37.78471362,FALSE,(415) 882-1750,783 Mission St,"San Francisco, CA 94103","Burgers, American (Traditional)",San Francisco,CA,SF Bay Area
Sushirrito,sushirrito-san-francisco-53,https://www.yelp.com/biz/sushirrito-san-francisco-53,330,3.5,-122.40192,37.79456,FALSE,(415) 393-9905,475 Sansome St,"San Francisco, CA 94111","Japanese, Asian Fusion, Sushi Bars",San Francisco,CA,SF Bay Area
Sushirrito,sushirrito-san-francisco-54,https://www.yelp.com/biz/sushirrito-san-francisco-54,1555,3.5,-122.4011138,37.78810608,FALSE,(415) 495-7655,59 New Montgomery St,"San Francisco, CA 94105","Japanese, Asian Fusion, Sushi Bars",San Francisco,CA,SF Bay Area
Sushirrito,sushirrito-san-francisco-55,https://www.yelp.com/biz/sushirrito-san-francisco-55,1410,4,-122.4037662,37.79022418,FALSE,(415) 544-9868,226 Kearny St,"San Francisco, CA 94108","Japanese, Sushi Bars, Asian Fusion",San Francisco,CA,SF Bay Area
Sushirrito,sushirrito-san-francisco-56,https://www.yelp.com/biz/sushirrito-san-francisco-56,145,3.5,-122.39816,37.79221,FALSE,(415) 805-6600,388 Market St,Ste 107,"Sushi Bars, Japanese, Asian Fusion",San Francisco,CA,SF Bay Area
Sushirrito,sushirrito-san-francisco-58,https://www.yelp.com/biz/sushirrito-san-francisco-58,1,5,-122.40215,37.77607,FALSE,(415) 908-3673,799 Bryant St,"San Francisco, CA 94107","Japanese, Asian Fusion, Sushi Bars",San Francisco,CA,SF Bay Area
Sushirrito,sushirrito-south-san-francisco-3,https://www.yelp.com/biz/sushirrito-south-san-francisco-3,15,5,-122.39051,37.65458,FALSE,(415) 949-0526,405 Allerton Ave,"South San Francisco, CA 94080","Japanese, Asian Fusion, Sushi Bars",San Francisco,CA,SF Bay Area
Tacolicious,tacolicious-san-francisco,https://www.yelp.com/biz/tacolicious-san-francisco,1513,3.5,-122.4404725,37.8004125,FALSE,(415) 649-6077,2250 Chestnut St,"San Francisco, CA 94123","Mexican, Cocktail Bars",San Francisco,CA,SF Bay Area
Tacolicious,tacolicious-san-francisco-6,https://www.yelp.com/biz/tacolicious-san-francisco-6,80,3.5,-122.3935851,37.79582282,FALSE,(415) 649-6077,1 Ferry Bldg,"San Francisco, CA 94111","Food Stands, Mexican",San Francisco,CA,SF Bay Area
Tacolicious,tacolicious-san-francisco-7,https://www.yelp.com/biz/tacolicious-san-francisco-7,1296,3.5,-122.4213802,37.7605905,FALSE,(415) 649-6077,741 Valencia St,"San Francisco, CA 94110","Mexican, Cocktail Bars",San Francisco,CA,SF Bay Area
Tacolicious,tacolicious-san-francisco-8,https://www.yelp.com/biz/tacolicious-san-francisco-8,432,3.5,-122.4090159,37.8001162,FALSE,(415) 649-6077,1548 Stockton St,"San Francisco, CA 94133","Mexican, Cocktail Bars",San Francisco,CA,SF Bay Area
Tartine,tartine-bakery-and-cafe-san-francisco,https://www.yelp.com/biz/tartine-bakery-and-cafe-san-francisco,7421,4,-122.4240513,37.761425,FALSE,(415) 487-2600,600 Guerrero St,"San Francisco, CA 94110","Bakeries, Cafes, Desserts",San Francisco,CA,SF Bay Area
Tartine,tartine-manufactory-san-francisco,https://www.yelp.com/biz/tartine-manufactory-san-francisco,888,3.5,-122.4119817,37.76184023,FALSE,(415) 757-0007,595 Alabama St,"San Francisco, CA 94110","Bakeries, Coffee & Tea, American (New)",San Francisco,CA,SF Bay Area
Tilak,tilak-san-francisco,https://www.yelp.com/biz/tilak-san-francisco,127,4.5,-122.42273,37.74085,FALSE,(415) 647-4037,3501 Mission St,"San Francisco, CA 94110",Indian,San Francisco,CA,SF Bay Area
Tobang,tobang-santa-clara-2,https://www.yelp.com/biz/tobang-santa-clara-2,1796,4,-121.9781113,37.34575085,FALSE,(408) 615-7540,1052 Kiely Blvd,"Santa Clara, CA 95051","Korean, Barbeque",San Francisco,CA,SF Bay Area
Toma,toma-san-francisco,https://www.yelp.com/biz/toma-san-francisco,281,4,-122.43755,37.80003,FALSE,(415) 921-8662,3318 Steiner St,"San Francisco, CA 94123",Mexican,San Francisco,CA,SF Bay Area
Tony's Pizza Napoletana,tonys-pizza-napoletana-san-francisco,https://www.yelp.com/biz/tonys-pizza-napoletana-san-francisco,4318,4,-122.409054,37.80033154,FALSE,(415) 835-9888,1570 Stockton St,"San Francisco, CA 94133","Pizza, Italian, Cocktail Bars",San Francisco,CA,SF Bay Area
Hokkaido Ramen Santouka,hokkaido-ramen-santouka-san-jose,https://www.yelp.com/biz/hokkaido-ramen-santouka-san-jose,2885,4,-121.977913,37.31496698,FALSE,(408) 446-1101,675 Saratoga Ave,"San Jose, CA 95129","Ramen, Noodles, Asian Fusion",San Jose,CA,SF Bay Area
Mochi Cream,mochicream-san-jose-4,https://www.yelp.com/biz/mochicream-san-jose-4,18,4.5,-121.97765,37.31514,FALSE,,675 Saratoga Ave,"San Jose, CA 95129",Desserts,San Jose,CA,SF Bay Area
Tacos Santiaguito,tacos-santiaguito-2-san-jose,https://www.yelp.com/biz/tacos-santiaguito-2-san-jose,18,4.5,-121.9698671,37.32196329,FALSE,(408) 917-8236,601 Saratoga Ave,"San Jose, CA 95129",Food Trucks,San Jose,CA,SF Bay Area
Tacos Santiaguito,tacos-santiaguito-san-jose-2,https://www.yelp.com/biz/tacos-santiaguito-san-jose-2,320,4.5,-121.9698396,37.3219644,FALSE,(650) 669-2507,350 Saratoga Ave,"San jose, CA 95129","Mexican, Food Trucks",San Jose,CA,SF Bay Area
Pancho Villa Taqueria,pancho-villa-taqueria-san-mateo,https://www.yelp.com/biz/pancho-villa-taqueria-san-mateo,1709,3.5,-122.3216642,37.56499551,FALSE,(650) 343-4123,365 S B St,"San Mateo, CA 94401","Mexican, Latin American, Seafood",San Mateo,CA,SF Bay Area
Ramen Dojo,ramen-dojo-san-mateo,https://www.yelp.com/biz/ramen-dojo-san-mateo,3695,4,-122.3186452,37.56214152,FALSE,(650) 401-6568,805 S B St,"San Mateo, CA 94401",Ramen,San Mateo,CA,SF Bay Area
Ramen Parlor,ramen-parlor-san-mateo,https://www.yelp.com/biz/ramen-parlor-san-mateo,1707,4,-122.31767,37.56168,FALSE,(650) 344-9728,901 S B St,"San Mateo, CA 94401",Ramen,San Mateo,CA,SF Bay Area
Gooyi Gooyi,gooyi-gooyi-santa-clara,https://www.yelp.com/biz/gooyi-gooyi-santa-clara,665,3.5,-121.9657713,37.3527535,FALSE,(408) 615-9292,2331 El Camino Real,"Santa Clara, CA 95050",Korean,Santa Clara,CA,SF Bay Area
Orenchi Ramen,orenchi-ramen-santa-clara-2,https://www.yelp.com/biz/orenchi-ramen-santa-clara-2,5066,4,-121.99419,37.33625,FALSE,(408) 246-2955,3540 Homestead Rd,"Santa Clara, CA 95051",Ramen,Santa Clara,CA,SF Bay Area
Bar of America,bar-of-america-truckee-2,https://www.yelp.com/biz/bar-of-america-truckee-2,370,3,-120.184395,39.328362,FALSE,(530) 587-2626,10040 Donner Pass Rd,"Truckee, CA 96161","Bars, American (Traditional)",Truckee,CA,SF Bay Area
Old Town Tap,old-town-tap-truckee,https://www.yelp.com/biz/old-town-tap-truckee,340,4.5,-120.18748,39.3275,FALSE,(530) 563-5233,10164 Donner Pass Rd,Ste 1,"Pizza, American (New), Cocktail Bars",Truckee,CA,SF Bay Area
Lazy Lobster,lazy-lobster-seafood-restaurant-key-largo-2,https://www.yelp.com/biz/lazy-lobster-seafood-restaurant-key-largo-2,245,4.5,-80.41037,25.12898,FALSE,(305) 451-0565,102770 Overseas Hwy,"Key Largo, FL 33037","Seafood, Wine Bars, Sandwiches",Key Largo,FL,South Florida
Corona Beach House,corona-beach-house-miami,https://www.yelp.com/biz/corona-beach-house-miami,381,4,-80.276331,25.797384,FALSE,(305) 869-1427,Miami International Airport,"Terminal D East, Gate D23","American (Traditional), Mexican, Beer Bar",Miami,FL,South Florida
Coyo Taco,coyo-taco-miami,https://www.yelp.com/biz/coyo-taco-miami,1192,3.5,-80.19917136,25.79968792,FALSE,(305) 573-8228,2300 NW 2nd Ave,Ste 3,Mexican,Miami,FL,South Florida
Coyo Taco,coyo-taco-miami-2,https://www.yelp.com/biz/coyo-taco-miami-2,284,4,-80.19494887,25.76277019,FALSE,(786) 773-3337,1111 SW 1st Ave,"Miami, FL 33130","Mexican, Fast Food",Miami,FL,South Florida
The Rocks Teppanayki,,https://www.thefork.com.au/restaurant/the-rocks-teppanyaki,,,151.206092,-33.861689,,,,Sydney,Japanese,Sydney,Australia,Australia
